"bin1","bin2","bin3","bin4","bin5","bin6","bin7","bin8","bin9","bin10","class"
0,0,0,6,19,20,48,48,44,438,"siphonophore_calycophoran_sphaeronectes_young"
0,0,34,62,126,113,115,100,137,724,"siphonophore_calycophoran_sphaeronectes_young"
0,0,22,68,63,61,67,81,131,730,"siphonophore_calycophoran_sphaeronectes_young"
0,0,1,6,19,38,49,56,48,367,"siphonophore_calycophoran_sphaeronectes_young"
0,15,58,113,113,95,77,116,90,419,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,10,24,40,47,75,74,414,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,48,48,80,101,98,96,561,"siphonophore_calycophoran_sphaeronectes_young"
0,1,75,106,100,103,101,126,138,983,"siphonophore_calycophoran_sphaeronectes_young"
0,0,3,9,17,29,32,63,118,716,"siphonophore_calycophoran_sphaeronectes_young"
0,0,1,19,30,38,41,49,63,250,"siphonophore_calycophoran_sphaeronectes_young"
0,14,81,113,83,91,97,97,210,732,"siphonophore_calycophoran_sphaeronectes_young"
0,0,22,88,109,182,179,168,184,763,"siphonophore_calycophoran_sphaeronectes_young"
0,0,9,27,34,47,46,71,45,230,"siphonophore_calycophoran_sphaeronectes_young"
0,0,96,248,220,195,145,144,160,1747,"siphonophore_calycophoran_sphaeronectes_young"
0,0,4,26,61,74,69,76,65,382,"siphonophore_calycophoran_sphaeronectes_young"
0,0,11,60,83,69,59,66,71,474,"siphonophore_calycophoran_sphaeronectes_young"
0,0,1,40,73,83,68,57,47,522,"siphonophore_calycophoran_sphaeronectes_young"
0,0,57,93,127,122,106,106,81,738,"siphonophore_calycophoran_sphaeronectes_young"
0,1,25,62,78,125,108,103,126,663,"siphonophore_calycophoran_sphaeronectes_young"
0,0,20,53,116,133,150,129,110,506,"siphonophore_calycophoran_sphaeronectes_young"
0,3,56,124,120,91,77,91,74,581,"siphonophore_calycophoran_sphaeronectes_young"
0,11,60,121,157,124,100,124,170,964,"siphonophore_calycophoran_sphaeronectes_young"
0,0,21,96,103,96,83,68,66,420,"siphonophore_calycophoran_sphaeronectes_young"
0,3,35,30,50,82,108,105,107,818,"siphonophore_calycophoran_sphaeronectes_young"
0,2,14,54,70,78,65,48,104,634,"siphonophore_calycophoran_sphaeronectes_young"
0,13,103,88,78,61,71,62,59,417,"siphonophore_calycophoran_sphaeronectes_young"
0,0,21,28,55,50,40,35,45,349,"siphonophore_calycophoran_sphaeronectes_young"
0,0,4,7,15,31,34,23,55,254,"siphonophore_calycophoran_sphaeronectes_young"
0,0,44,134,118,114,116,113,97,762,"siphonophore_calycophoran_sphaeronectes_young"
0,0,1,12,21,28,81,88,76,443,"siphonophore_calycophoran_sphaeronectes_young"
0,0,11,38,71,92,73,60,97,515,"siphonophore_calycophoran_sphaeronectes_young"
0,10,44,96,85,109,59,91,82,503,"siphonophore_calycophoran_sphaeronectes_young"
0,0,9,45,75,117,108,92,111,529,"siphonophore_calycophoran_sphaeronectes_young"
0,31,50,48,49,72,66,46,30,260,"siphonophore_calycophoran_sphaeronectes_young"
0,0,13,26,35,65,54,65,39,335,"siphonophore_calycophoran_sphaeronectes_young"
0,0,72,128,116,111,91,70,67,672,"siphonophore_calycophoran_sphaeronectes_young"
0,38,180,181,157,142,118,103,83,994,"siphonophore_calycophoran_sphaeronectes_young"
0,1,9,40,101,109,104,124,77,712,"siphonophore_calycophoran_sphaeronectes_young"
0,2,89,140,117,110,99,88,56,729,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,1,7,3,8,25,26,176,"siphonophore_calycophoran_sphaeronectes_young"
0,0,2,14,26,31,27,36,46,336,"siphonophore_calycophoran_sphaeronectes_young"
0,1,19,73,65,76,82,85,71,441,"siphonophore_calycophoran_sphaeronectes_young"
0,3,17,10,21,27,61,54,55,300,"siphonophore_calycophoran_sphaeronectes_young"
0,0,2,8,12,31,62,56,63,388,"siphonophore_calycophoran_sphaeronectes_young"
0,0,22,80,95,92,76,111,99,493,"siphonophore_calycophoran_sphaeronectes_young"
0,0,5,41,50,52,43,35,50,399,"siphonophore_calycophoran_sphaeronectes_young"
0,0,15,38,59,101,85,73,76,678,"siphonophore_calycophoran_sphaeronectes_young"
0,1,21,38,66,100,88,69,69,367,"siphonophore_calycophoran_sphaeronectes_young"
0,0,18,15,39,52,47,82,68,286,"siphonophore_calycophoran_sphaeronectes_young"
0,45,75,121,128,118,82,93,94,752,"siphonophore_calycophoran_sphaeronectes_young"
0,0,2,32,18,55,80,59,55,334,"siphonophore_calycophoran_sphaeronectes_young"
0,0,2,18,27,47,54,42,49,301,"siphonophore_calycophoran_sphaeronectes_young"
0,1,19,60,113,136,94,96,109,647,"siphonophore_calycophoran_sphaeronectes_young"
0,10,48,76,114,130,82,79,100,761,"siphonophore_calycophoran_sphaeronectes_young"
0,0,3,20,43,109,102,69,82,670,"siphonophore_calycophoran_sphaeronectes_young"
0,0,9,56,108,108,97,100,95,552,"siphonophore_calycophoran_sphaeronectes_young"
0,0,1,13,34,29,20,41,52,420,"siphonophore_calycophoran_sphaeronectes_young"
0,0,8,21,36,35,33,81,56,216,"siphonophore_calycophoran_sphaeronectes_young"
0,0,5,32,69,88,99,92,70,479,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,26,104,126,116,94,77,542,"siphonophore_calycophoran_sphaeronectes_young"
0,0,22,74,134,126,97,106,193,692,"siphonophore_calycophoran_sphaeronectes_young"
0,0,27,113,102,71,61,68,62,399,"siphonophore_calycophoran_sphaeronectes_young"
0,2,71,115,145,155,130,121,111,556,"siphonophore_calycophoran_sphaeronectes_young"
0,0,29,43,45,85,82,74,82,388,"siphonophore_calycophoran_sphaeronectes_young"
0,2,21,45,50,112,104,137,160,633,"siphonophore_calycophoran_sphaeronectes_young"
0,35,63,81,111,90,72,77,87,412,"siphonophore_calycophoran_sphaeronectes_young"
0,1,16,28,34,37,57,57,45,386,"siphonophore_calycophoran_sphaeronectes_young"
0,0,6,37,63,87,136,134,257,1192,"siphonophore_calycophoran_sphaeronectes_young"
0,1,5,16,22,30,33,32,20,205,"siphonophore_calycophoran_sphaeronectes_young"
0,1,20,70,100,119,133,158,103,752,"siphonophore_calycophoran_sphaeronectes_young"
0,0,3,40,118,109,95,72,71,386,"siphonophore_calycophoran_sphaeronectes_young"
0,0,9,14,26,60,36,38,33,227,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,0,0,9,33,37,36,142,"siphonophore_calycophoran_sphaeronectes_young"
0,0,2,9,37,38,66,74,89,399,"siphonophore_calycophoran_sphaeronectes_young"
0,0,13,42,93,161,142,130,122,618,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,1,10,17,27,50,44,329,"siphonophore_calycophoran_sphaeronectes_young"
0,3,24,84,77,105,112,127,106,727,"siphonophore_calycophoran_sphaeronectes_young"
0,2,64,160,97,84,86,131,186,835,"siphonophore_calycophoran_sphaeronectes_young"
0,57,178,250,307,336,317,429,562,2065,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,4,4,5,18,40,34,237,"siphonophore_calycophoran_sphaeronectes_young"
0,0,32,86,92,93,196,170,138,543,"siphonophore_calycophoran_sphaeronectes_young"
0,0,4,41,69,75,60,104,169,1087,"siphonophore_calycophoran_sphaeronectes_young"
0,0,9,30,52,55,68,93,153,640,"siphonophore_calycophoran_sphaeronectes_young"
0,0,4,35,30,77,80,59,86,516,"siphonophore_calycophoran_sphaeronectes_young"
0,0,3,15,19,27,58,69,73,674,"siphonophore_calycophoran_sphaeronectes_young"
0,35,93,98,165,155,170,143,136,665,"siphonophore_calycophoran_sphaeronectes_young"
0,0,3,22,23,42,61,86,79,392,"siphonophore_calycophoran_sphaeronectes_young"
0,19,133,129,102,95,83,73,62,569,"siphonophore_calycophoran_sphaeronectes_young"
0,10,27,41,51,51,59,84,85,324,"siphonophore_calycophoran_sphaeronectes_young"
0,0,13,73,95,94,75,67,68,359,"siphonophore_calycophoran_sphaeronectes_young"
0,0,3,9,27,46,38,31,33,243,"siphonophore_calycophoran_sphaeronectes_young"
0,0,1,8,24,9,42,57,37,251,"siphonophore_calycophoran_sphaeronectes_young"
0,0,11,35,58,77,96,154,162,678,"siphonophore_calycophoran_sphaeronectes_young"
0,3,34,52,110,98,72,71,43,335,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,0,10,50,77,74,68,583,"siphonophore_calycophoran_sphaeronectes_young"
0,2,23,29,26,24,17,36,49,181,"siphonophore_calycophoran_sphaeronectes_young"
0,0,45,64,59,71,69,58,43,335,"siphonophore_calycophoran_sphaeronectes_young"
0,1,18,45,62,115,103,90,92,563,"siphonophore_calycophoran_sphaeronectes_young"
0,3,28,77,123,140,124,147,125,655,"siphonophore_calycophoran_sphaeronectes_young"
0,0,6,17,28,48,45,41,28,298,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,0,5,51,76,92,71,257,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,9,27,54,77,61,41,402,"siphonophore_calycophoran_sphaeronectes_young"
0,0,2,18,32,61,41,35,50,306,"siphonophore_calycophoran_sphaeronectes_young"
0,0,1,30,38,57,59,50,53,469,"siphonophore_calycophoran_sphaeronectes_young"
0,2,24,49,90,106,81,73,65,410,"siphonophore_calycophoran_sphaeronectes_young"
0,0,14,68,93,104,97,73,92,514,"siphonophore_calycophoran_sphaeronectes_young"
0,0,13,28,39,58,62,36,45,257,"siphonophore_calycophoran_sphaeronectes_young"
0,3,11,22,32,35,34,45,26,216,"siphonophore_calycophoran_sphaeronectes_young"
0,0,6,6,16,27,59,89,55,296,"siphonophore_calycophoran_sphaeronectes_young"
0,28,53,110,117,111,89,82,86,512,"siphonophore_calycophoran_sphaeronectes_young"
0,3,121,170,140,149,138,119,99,845,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,9,13,22,31,51,46,304,"siphonophore_calycophoran_sphaeronectes_young"
0,0,15,70,88,100,105,84,95,422,"siphonophore_calycophoran_sphaeronectes_young"
0,2,19,26,20,46,61,62,55,269,"siphonophore_calycophoran_sphaeronectes_young"
0,0,16,85,95,118,93,107,87,584,"siphonophore_calycophoran_sphaeronectes_young"
0,0,8,39,60,94,83,137,229,1282,"siphonophore_calycophoran_sphaeronectes_young"
0,4,38,83,65,52,39,50,44,329,"siphonophore_calycophoran_sphaeronectes_young"
0,0,21,43,84,108,101,125,124,663,"siphonophore_calycophoran_sphaeronectes_young"
0,0,19,85,65,59,75,56,37,529,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,5,23,56,83,139,121,497,"siphonophore_calycophoran_sphaeronectes_young"
0,0,6,71,101,88,66,60,44,396,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,0,9,55,75,77,97,567,"siphonophore_calycophoran_sphaeronectes_young"
0,0,4,21,40,51,81,81,87,541,"siphonophore_calycophoran_sphaeronectes_young"
0,0,11,35,39,60,65,146,124,519,"siphonophore_calycophoran_sphaeronectes_young"
0,0,7,25,42,61,77,66,84,332,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,0,6,34,46,55,86,247,"siphonophore_calycophoran_sphaeronectes_young"
0,0,2,11,52,59,57,77,83,570,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,3,6,21,22,48,66,432,"siphonophore_calycophoran_sphaeronectes_young"
0,0,9,46,51,88,116,95,105,477,"siphonophore_calycophoran_sphaeronectes_young"
0,0,7,82,129,109,91,140,237,1001,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,2,22,60,83,98,101,528,"siphonophore_calycophoran_sphaeronectes_young"
0,1,40,69,74,75,67,88,94,445,"siphonophore_calycophoran_sphaeronectes_young"
0,0,22,36,46,95,92,76,48,317,"siphonophore_calycophoran_sphaeronectes_young"
0,0,13,74,74,76,55,49,29,345,"siphonophore_calycophoran_sphaeronectes_young"
0,0,9,29,42,93,113,105,111,517,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,6,14,19,21,23,27,297,"siphonophore_calycophoran_sphaeronectes_young"
0,0,6,24,34,49,35,58,49,311,"siphonophore_calycophoran_sphaeronectes_young"
0,3,37,86,93,74,72,106,202,1632,"siphonophore_calycophoran_sphaeronectes_young"
0,0,6,39,59,72,99,86,82,394,"siphonophore_calycophoran_sphaeronectes_young"
0,0,1,19,39,50,104,99,108,601,"siphonophore_calycophoran_sphaeronectes_young"
0,0,2,15,39,52,102,129,95,589,"siphonophore_calycophoran_sphaeronectes_young"
0,0,4,31,20,43,48,44,35,206,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,17,67,82,154,134,123,554,"siphonophore_calycophoran_sphaeronectes_young"
0,0,7,15,13,18,21,41,70,605,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,58,95,104,126,118,101,634,"siphonophore_calycophoran_sphaeronectes_young"
0,0,1,16,46,62,63,67,60,242,"siphonophore_calycophoran_sphaeronectes_young"
0,0,7,61,91,84,66,55,58,439,"siphonophore_calycophoran_sphaeronectes_young"
0,3,54,101,114,109,138,177,138,990,"siphonophore_calycophoran_sphaeronectes_young"
0,0,14,42,94,120,97,92,87,431,"siphonophore_calycophoran_sphaeronectes_young"
0,0,3,43,100,104,106,116,122,867,"siphonophore_calycophoran_sphaeronectes_young"
0,2,54,98,77,67,78,134,197,846,"siphonophore_calycophoran_sphaeronectes_young"
0,2,31,67,93,125,116,114,110,711,"siphonophore_calycophoran_sphaeronectes_young"
0,4,23,59,101,94,119,120,129,598,"siphonophore_calycophoran_sphaeronectes_young"
0,0,36,92,125,101,78,77,99,473,"siphonophore_calycophoran_sphaeronectes_young"
0,0,23,38,48,91,68,70,75,616,"siphonophore_calycophoran_sphaeronectes_young"
0,3,29,49,78,67,93,104,78,670,"siphonophore_calycophoran_sphaeronectes_young"
0,0,3,18,14,25,30,43,29,214,"siphonophore_calycophoran_sphaeronectes_young"
0,0,5,12,22,39,50,53,63,395,"siphonophore_calycophoran_sphaeronectes_young"
0,0,10,22,69,71,102,119,94,678,"siphonophore_calycophoran_sphaeronectes_young"
0,0,23,63,96,99,107,76,93,427,"siphonophore_calycophoran_sphaeronectes_young"
0,0,9,44,75,68,52,32,50,369,"siphonophore_calycophoran_sphaeronectes_young"
0,0,4,15,18,42,59,78,70,711,"siphonophore_calycophoran_sphaeronectes_young"
0,0,4,17,36,46,44,36,39,305,"siphonophore_calycophoran_sphaeronectes_young"
0,5,21,41,47,77,54,55,33,248,"siphonophore_calycophoran_sphaeronectes_young"
0,0,3,11,26,37,29,67,92,355,"siphonophore_calycophoran_sphaeronectes_young"
0,0,4,21,40,58,73,72,68,935,"siphonophore_calycophoran_sphaeronectes_young"
0,0,4,35,48,61,50,62,45,672,"siphonophore_calycophoran_sphaeronectes_young"
0,2,33,43,78,97,112,153,113,610,"siphonophore_calycophoran_sphaeronectes_young"
0,2,15,50,53,46,38,48,47,440,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,2,9,16,18,29,55,370,"siphonophore_calycophoran_sphaeronectes_young"
0,0,9,20,37,63,77,84,66,523,"siphonophore_calycophoran_sphaeronectes_young"
0,18,9,26,29,45,61,68,84,563,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,0,4,18,61,66,96,442,"siphonophore_calycophoran_sphaeronectes_young"
0,1,10,72,60,59,82,55,68,533,"siphonophore_calycophoran_sphaeronectes_young"
0,0,28,58,92,73,61,52,46,525,"siphonophore_calycophoran_sphaeronectes_young"
0,0,2,27,35,42,39,40,49,377,"siphonophore_calycophoran_sphaeronectes_young"
0,5,33,55,77,98,80,75,94,649,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,5,31,36,77,77,69,269,"siphonophore_calycophoran_sphaeronectes_young"
0,2,17,50,51,63,53,56,63,288,"siphonophore_calycophoran_sphaeronectes_young"
0,0,2,20,31,56,54,64,115,599,"siphonophore_calycophoran_sphaeronectes_young"
0,0,5,47,67,67,69,61,43,315,"siphonophore_calycophoran_sphaeronectes_young"
0,0,12,68,135,159,146,197,296,1225,"siphonophore_calycophoran_sphaeronectes_young"
0,0,12,42,74,75,57,59,56,446,"siphonophore_calycophoran_sphaeronectes_young"
0,0,13,37,44,48,46,102,149,619,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,0,8,13,45,58,45,312,"siphonophore_calycophoran_sphaeronectes_young"
0,11,173,326,323,336,288,334,306,1769,"siphonophore_calycophoran_sphaeronectes_young"
0,0,5,41,56,72,59,54,46,213,"siphonophore_calycophoran_sphaeronectes_young"
0,0,17,60,49,38,34,38,30,225,"siphonophore_calycophoran_sphaeronectes_young"
0,3,35,61,97,140,164,158,125,599,"siphonophore_calycophoran_sphaeronectes_young"
0,0,2,20,54,85,89,120,136,590,"siphonophore_calycophoran_sphaeronectes_young"
0,0,20,59,91,129,119,102,123,680,"siphonophore_calycophoran_sphaeronectes_young"
0,0,12,48,54,56,61,47,48,339,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,5,33,62,78,77,63,599,"siphonophore_calycophoran_sphaeronectes_young"
0,0,9,38,71,71,116,142,107,580,"siphonophore_calycophoran_sphaeronectes_young"
0,0,8,42,50,57,66,67,59,316,"siphonophore_calycophoran_sphaeronectes_young"
0,0,1,10,14,18,29,43,33,278,"siphonophore_calycophoran_sphaeronectes_young"
1,28,24,39,94,88,86,68,119,885,"siphonophore_calycophoran_sphaeronectes_young"
0,0,5,13,33,23,35,37,66,336,"siphonophore_calycophoran_sphaeronectes_young"
0,0,1,26,52,48,59,68,93,382,"siphonophore_calycophoran_sphaeronectes_young"
0,0,11,38,68,91,134,119,115,591,"siphonophore_calycophoran_sphaeronectes_young"
0,1,12,62,77,74,93,106,105,612,"siphonophore_calycophoran_sphaeronectes_young"
0,0,4,27,41,77,104,139,122,439,"siphonophore_calycophoran_sphaeronectes_young"
0,0,2,13,15,30,64,63,64,445,"siphonophore_calycophoran_sphaeronectes_young"
0,0,1,34,54,66,89,96,80,554,"siphonophore_calycophoran_sphaeronectes_young"
0,0,4,85,99,75,82,59,57,402,"siphonophore_calycophoran_sphaeronectes_young"
0,0,0,7,10,25,35,53,35,244,"siphonophore_calycophoran_sphaeronectes_young"
0,1,19,68,95,135,145,261,195,1034,"siphonophore_calycophoran_sphaeronectes_young"
0,0,13,29,50,72,47,56,55,311,"siphonophore_calycophoran_sphaeronectes_young"
0,0,2,44,88,75,85,64,59,394,"siphonophore_calycophoran_sphaeronectes_young"
0,0,2,26,65,118,118,152,117,1125,"siphonophore_calycophoran_sphaeronectes_young"
0,0,11,42,94,71,69,46,52,410,"siphonophore_calycophoran_sphaeronectes_young"
0,1,10,52,77,68,65,53,53,329,"siphonophore_calycophoran_sphaeronectes_young"
0,0,4,19,49,86,66,88,104,691,"siphonophore_calycophoran_sphaeronectes_young"
0,0,1,14,50,58,46,50,43,235,"siphonophore_other_parts"
0,0,0,0,0,13,42,74,95,666,"siphonophore_other_parts"
0,0,0,1,42,84,156,152,98,465,"siphonophore_other_parts"
0,0,1,19,69,106,104,101,101,513,"siphonophore_other_parts"
0,0,1,21,90,133,136,135,124,565,"siphonophore_other_parts"
0,4,132,181,183,169,128,117,115,564,"siphonophore_other_parts"
0,0,1,30,50,80,86,104,114,463,"siphonophore_other_parts"
0,30,218,357,323,329,303,246,293,2437,"siphonophore_other_parts"
0,6,37,61,77,81,112,113,117,728,"siphonophore_other_parts"
0,226,378,337,298,256,203,182,133,768,"siphonophore_other_parts"
0,41,200,229,169,149,120,111,99,494,"siphonophore_other_parts"
0,45,294,421,436,446,370,315,256,1243,"siphonophore_other_parts"
0,0,0,0,38,105,187,204,228,915,"siphonophore_other_parts"
0,0,0,23,91,66,61,103,109,401,"siphonophore_other_parts"
0,0,40,95,119,103,110,105,123,773,"siphonophore_other_parts"
0,0,4,67,103,144,173,262,278,1005,"siphonophore_other_parts"
0,0,15,57,78,78,119,89,104,484,"siphonophore_other_parts"
0,18,345,495,382,272,188,171,164,814,"siphonophore_other_parts"
0,0,1,5,23,34,39,45,44,276,"siphonophore_other_parts"
0,40,173,217,192,196,154,111,103,507,"siphonophore_other_parts"
0,0,8,35,29,34,45,64,53,256,"siphonophore_other_parts"
0,0,14,54,78,81,38,42,32,224,"siphonophore_other_parts"
2,200,494,469,432,325,249,161,146,638,"siphonophore_other_parts"
0,0,55,83,104,89,76,77,62,442,"siphonophore_other_parts"
0,4,37,53,45,61,41,28,37,197,"siphonophore_other_parts"
0,0,0,0,2,94,165,190,149,622,"siphonophore_other_parts"
0,4,31,48,55,61,52,48,61,297,"siphonophore_other_parts"
0,0,20,67,355,628,672,593,476,1384,"siphonophore_other_parts"
0,3,16,27,83,109,88,65,72,389,"siphonophore_other_parts"
0,2,13,22,45,74,95,140,113,524,"siphonophore_partial"
0,18,80,108,88,66,67,51,35,286,"siphonophore_partial"
0,0,15,118,110,117,136,134,136,419,"siphonophore_partial"
0,0,12,276,292,255,202,217,189,944,"siphonophore_partial"
0,6,29,50,59,99,83,101,73,537,"siphonophore_partial"
0,0,20,54,83,62,109,197,309,2177,"siphonophore_partial"
0,0,10,75,119,115,87,89,85,279,"siphonophore_partial"
0,0,18,99,137,74,83,124,135,815,"siphonophore_partial"
0,1,34,57,67,86,77,111,92,657,"siphonophore_partial"
0,0,7,50,58,96,108,112,146,558,"siphonophore_partial"
0,0,0,46,75,125,79,65,57,475,"siphonophore_partial"
0,0,46,155,190,182,123,125,104,685,"siphonophore_partial"
0,41,106,280,335,398,370,403,468,1852,"siphonophore_partial"
0,282,330,274,349,441,529,624,743,3572,"siphonophore_partial"
0,23,540,622,575,588,603,709,867,4082,"siphonophore_partial"
0,0,0,21,96,125,113,154,173,591,"siphonophore_partial"
0,8,88,110,135,140,131,135,144,440,"siphonophore_partial"
0,5,66,145,155,151,142,186,214,946,"siphonophore_partial"
0,0,25,112,163,259,258,270,244,729,"siphonophore_partial"
0,0,82,333,325,210,186,179,185,569,"siphonophore_partial"
0,0,122,353,276,217,173,146,129,591,"siphonophore_partial"
0,0,2,32,89,121,159,165,173,513,"siphonophore_partial"
0,39,258,324,337,364,345,394,385,1769,"siphonophore_partial"
0,71,245,161,114,107,73,79,66,425,"siphonophore_partial"
0,1,42,90,97,130,147,231,345,1335,"siphonophore_partial"
0,0,30,112,213,250,251,235,233,714,"siphonophore_partial"
0,0,36,174,176,127,105,86,63,320,"siphonophore_partial"
0,0,153,213,208,182,129,128,121,440,"siphonophore_partial"
0,22,158,298,323,280,223,204,153,819,"siphonophore_partial"
0,0,40,182,164,110,95,91,95,534,"siphonophore_partial"
0,3,92,229,264,288,278,305,332,2323,"siphonophore_physonect"
0,9,316,954,1124,1197,1114,1113,1071,5361,"siphonophore_physonect"
0,29,135,226,364,468,657,889,1380,9249,"siphonophore_physonect"
0,0,11,313,665,771,691,690,789,3848,"siphonophore_physonect"
0,35,482,1082,1145,1230,1103,1009,849,3770,"siphonophore_physonect"
10,87,103,168,238,296,276,314,324,1824,"siphonophore_physonect"
0,0,104,1363,2520,3276,3123,3284,3188,10223,"siphonophore_physonect"
0,3,109,487,691,820,818,993,1188,6541,"siphonophore_physonect"
0,0,4,78,160,156,174,171,196,886,"siphonophore_physonect"
0,0,62,549,1172,1470,1432,1611,2016,10180,"siphonophore_physonect"
0,0,10,80,129,161,149,176,189,1452,"siphonophore_physonect"
0,2,67,360,548,581,556,592,675,4597,"siphonophore_physonect"
0,0,30,359,711,938,990,978,753,3281,"siphonophore_physonect"
0,8,232,776,1038,1115,1063,1154,1250,7667,"siphonophore_physonect"
0,2,42,138,264,322,361,418,627,3179,"siphonophore_physonect"
0,0,21,254,369,506,602,724,749,2991,"siphonophore_physonect"
0,0,4,195,440,557,574,824,1142,9607,"siphonophore_physonect"
0,0,0,14,210,749,1011,913,734,2834,"siphonophore_physonect"
0,8,269,862,995,896,766,794,946,6125,"siphonophore_physonect"
0,3,84,179,323,522,647,959,1571,11826,"siphonophore_physonect"
0,0,79,240,311,351,392,454,583,4132,"siphonophore_physonect"
0,0,16,436,1134,1300,1137,1097,1167,7874,"siphonophore_physonect"
0,0,43,123,149,214,244,388,509,3295,"siphonophore_physonect"
0,0,3,62,190,300,385,364,375,1455,"siphonophore_physonect"
0,0,45,201,495,710,735,880,1018,5161,"siphonophore_physonect"
0,11,179,423,481,493,460,468,598,4246,"siphonophore_physonect"
0,0,0,0,6,108,178,198,240,1134,"siphonophore_physonect"
0,6,274,901,1116,1091,1028,1017,902,3770,"siphonophore_physonect"
0,0,42,123,168,142,160,136,142,1146,"siphonophore_physonect"
0,53,389,1208,1539,1704,1678,1914,2554,15874,"siphonophore_physonect"
0,0,59,257,399,427,418,501,583,3071,"siphonophore_physonect"
0,6,125,487,597,587,503,553,562,3528,"siphonophore_physonect"
0,0,36,392,793,844,831,771,774,3726,"siphonophore_physonect"
0,8,139,611,714,769,878,982,1247,6715,"siphonophore_physonect"
0,1,40,93,147,187,220,319,363,1705,"siphonophore_physonect"
0,3,86,287,429,497,462,498,513,2994,"siphonophore_physonect"
0,0,206,888,1010,895,723,882,1062,5456,"siphonophore_physonect"
0,1023,1435,1201,1018,1015,940,1483,2407,12833,"siphonophore_physonect"
0,0,65,170,184,208,322,548,990,8926,"siphonophore_physonect"
0,0,153,875,1155,1195,1011,1043,1062,5290,"siphonophore_physonect"
0,0,8,35,58,67,101,109,167,827,"siphonophore_physonect"
0,0,60,354,651,812,704,751,698,2888,"siphonophore_physonect"
0,0,2,60,136,223,282,417,433,2615,"siphonophore_physonect"
0,0,30,369,754,879,1032,1275,1841,10221,"siphonophore_physonect"
0,63,181,341,463,602,656,845,1128,7898,"siphonophore_physonect"
0,0,16,259,544,607,584,594,602,2165,"siphonophore_physonect"
0,0,51,197,327,363,356,558,906,9099,"siphonophore_physonect"
0,26,184,340,318,340,379,461,522,2056,"siphonophore_physonect"
0,28,85,928,1973,2173,1899,2014,2382,14522,"siphonophore_physonect"
0,0,44,593,1185,1265,987,853,960,5778,"siphonophore_physonect"
0,0,11,88,174,217,340,330,340,1282,"siphonophore_physonect"
0,2,77,264,407,469,552,775,821,6254,"siphonophore_physonect"
0,0,20,50,62,113,144,124,136,741,"siphonophore_physonect"
0,17,150,308,354,362,373,362,609,4673,"siphonophore_physonect"
0,0,34,109,137,219,321,552,1048,7191,"siphonophore_physonect"
0,0,18,247,508,713,818,904,1084,6555,"siphonophore_physonect"
0,47,471,820,770,722,650,625,660,3264,"siphonophore_physonect"
0,0,61,236,369,371,321,391,533,2276,"siphonophore_physonect"
0,5,86,188,250,261,268,283,341,2451,"siphonophore_physonect"
0,0,47,237,536,642,686,723,777,4153,"siphonophore_physonect"
0,0,23,175,325,435,413,430,436,1467,"siphonophore_physonect"
0,7,278,582,590,550,483,463,560,2948,"siphonophore_physonect"
0,0,23,139,236,232,226,331,498,3055,"siphonophore_physonect"
0,0,78,197,148,213,198,245,243,1802,"siphonophore_physonect"
0,0,90,262,324,363,441,548,740,3958,"siphonophore_physonect"
0,0,81,149,177,187,152,156,200,1023,"siphonophore_physonect"
0,0,0,99,438,691,683,801,748,2581,"siphonophore_physonect"
0,1,44,133,250,354,407,585,665,3402,"siphonophore_physonect"
0,0,31,354,836,1232,1313,1293,1396,4630,"siphonophore_physonect"
0,0,13,94,190,258,232,237,247,1185,"siphonophore_physonect"
0,1,182,569,698,789,826,817,758,2847,"siphonophore_physonect"
0,55,475,1041,1200,1309,1336,1374,1491,7108,"siphonophore_physonect"
0,3,139,938,1587,1778,1659,1600,1375,6507,"siphonophore_physonect"
62,102,207,483,422,537,645,1081,1414,11953,"siphonophore_physonect"
0,4,173,963,1564,1974,1955,1787,1846,10223,"siphonophore_physonect"
0,2,50,196,315,418,524,586,752,5089,"siphonophore_physonect"
0,3,29,117,148,213,207,201,188,604,"siphonophore_physonect"
0,0,83,398,666,974,926,937,1077,5216,"siphonophore_physonect"
